transType,value,input,context
New-Order,876.0082554131999,"6,8,1919,0,87649,7,88406,7,80902,9,87123,4,93254,7,63428,9,72786,6,87885,2,65446,1,90438,2","103,32648.12485436897,482506,19551.486279797555"
Stock-Level,7559.656999999999,"13,8","111,31155.025945945985,482392,19551.952956889825"
New-Order,1642.4806134114701,"8,4,502,0,56710,2,40980,7,54858,3,53186,8,26644,6,56834,5","103,32659.83601941751,482507,19551.44842449954"
New-Order,235.5789113601,"8,9,1463,0,78146,2,80982,6,87876,2,80464,10,80883,2,79926,1","105,32260.937714285745,482507,19551.44842449954"
Delivery,12396.8925,"3,0,0","105,32260.937714285745,482507,19551.44842449954"
Payment,3318.4971,,"106,32063.615283018906,482503,19551.533260021177"
New-Order,1826.6209355494802,"15,2,1658,0,48633,10,47126,4,50674,10,59221,3,30612,6,40346,1,45078,5,48614,10,56998,1,49172,10","107,31711.38542056078,482508,19551.41038716456"
Payment,1551.1139999999998,,"107,31711.38542056078,482508,19551.41038716456"
Payment,889.0964999999999,,"107,31711.38542056078,482508,19551.41038716456"
New-Order,27637.292730936693,"6,9,453,0,11718,6,13662,2,4990,9,9677,6,7964,8,1910,8,2180,8,16860,9,14764,3,13774,7,1822,3,1942,8,19854,7","105,32256.374000000033,482508,19551.41038716456"
Delivery,2873.2225,"8,0,0","109,31151.970642201864,482508,19551.41038716456"
New-Order,1180.7543372625003,"8,2,1375,0,88868,7,93174,1,97365,6,89174,10,61410,7,86868,10,93013,3,72686,1,97362,1,97793,2,78896,7,80982,3,79942,7,65556,7,72651,5","109,31151.970642201864,482508,19551.41038716456"
Payment,539.244,,"109,31146.85596330278,482509,19551.378357709385"
Payment,3318.4971,,"104,32351.378846153882,482505,19551.523097957528"
New-Order,2589.8588572500007,"13,7,2143,0,59380,5,40915,3,35550,1,42924,5,27638,7,23510,7,25554,9,56844,7,36884,1,28426,7,49046,7,42989,9,24308,1,38642,5","108,31419.294814814843,482510,19551.303164300913"
Payment,1651.4847000000002,,"109,31151.970642201864,482508,19551.41038716456"
Payment,862.2531,,"108,31824.210462962994,482511,19551.303164300913"
Payment,750.4559999999999,,"109,31546.931284403698,482511,19551.303164300913"
Stock-Level,1662.0939999999996,"4,2","116,19219.652758620723,482414,19554.11897090465"
New-Order,3058.1296407543,"15,10,687,0,34710,10,32656,2,48502,8,52222,4,39822,5,32708,3,40926,9,49140,4,56848,4,25558,2,32272,5,32518,2","108,31833.48472222225,482512,19551.263886224584"
Payment,1406.3058000000003,,"107,31702.674672897225,482511,19551.303164300913"
Payment,921.1401000000001,,"108,31824.210462962994,482511,19551.303164300913"
Payment,31111.209000000003,,"108,31836.559629629654,482513,19551.231857338553"
Payment,3321.8279999999995,,"105,32708.678285714315,482516,19551.118459077"
New-Order,901.73307613158,"8,3,2559,0,39813,6,32646,3,43021,4,22478,2,32652,3,47883,6,27270,1","106,32407.97226415097,482515,19551.15725015802"
Delivery,13551.6375,"8,0,0","105,32708.678285714315,482516,19551.118459077"
Payment,376.812,,"108,31402.48046296299,482509,19551.378357709385"
New-Order,398.0942383545398,"6,5,631,0,62866,5,97325,3,88917,5,65549,10,63486,7,67637,5,60668,9,78532,8,80982,1,81699,3,76755,3","103,32976.701553398096,482519,19551.08245828661"
New-Order,159.03139199499998,"11,9,1635,0,65038,1,96694,5,65507,8,80790,4,96020,4","103,32976.701553398096,482519,19551.08245828661"
Payment,1190.5623,,"106,32432.854245283048,482516,19551.118459077"
Payment,1547.2863000000002,,"107,32115.0427102804,482514,19551.195563341164"
Payment,2012.3883000000005,,"102,33263.81705882357,482520,19551.04958884605"
Payment,3684.317400000001,,"103,32956.26048543694,482520,19551.04958884605"
Payment,688.3866,,"103,32976.701553398096,482519,19551.08245828661"
New-Order,490.34197530864003,"8,5,711,0,89174,7,96336,10,86998,8,80982,9,97206,5","102,33274.8002941177,482521,19551.010034402643"
Payment,1622.7135,,"103,32956.26048543694,482520,19551.04958884605"
New-Order,27570.070836153296,"6,8,111,0,8652,9,16958,10,19209,1,8830,7,10628,5,17866,10,6566,10,13771,2,2973,6,13014,10,13782,6","103,32956.562524271896,482521,19551.010034402643"
Delivery,2646.3025,"3,0,0","102,33250.44245098044,482523,19550.936002781207"
New-Order,18677.004787266,"4,2,2667,0,2832,9,19645,10,5854,4,13212,8,2470,5,13653,3,13789,9,11166,3","101,33555.05643564361,482524,19550.90063354361"
New-Order,643984.0934218493,"8,4,2439,0,81,1,226,3,588,1,924,6,726,8,38,5,718,9,155,6","100,33842.504200000054,482526,19550.830785698592"
Payment,1341.1251000000002,,"100,34264.662000000055,482527,19550.794419897746"
Payment,459.44820000000004,,"103,32946.16854368937,482522,19550.972562162962"
Delivery,6718.4625,"6,0,0","100,34264.662000000055,482527,19550.794419897746"
Order-Status,1945.71,"15,2,0,BARESEATION","100,46129.631900000044,482529,19550.71799203778"
Stock-Level,3285.540999999999,"3,8","109,20302.310550458755,482441,19553.335635217565"
Payment,759.5207999999999,,"101,45678.518910891136,482528,19550.757333792026"
Payment,800.1828,,"100,33842.504200000054,482526,19550.830785698592"
Payment,497.2995000000001,,"103,32946.16854368937,482522,19550.972562162962"
New-Order,13611.87277983897,"8,4,1655,0,8024,5,5156,1,8922,1,18870,7,2658,3,13662,5,9556,4","99,34164.111818181875,482527,19550.794419897746"
New-Order,375.77087054891996,"8,3,2430,0,82640,1,61445,1,80598,10,60945,9,80982,4,74178,5,80596,2,74262,10,70216,4","100,33845.12160000005,482525,19550.869542179156"
New-Order,826.8844626319197,"6,10,1991,0,89077,9,65526,6,88081,9,65492,3,93140,6,97366,8,80969,1,96806,2","100,46129.631900000044,482529,19550.71799203778"
New-Order,3016.178596969999,"3,4,1018,0,48630,2,24270,6,30741,6,32774,10,25507,8,44245,5,30702,2,57218,7,54548,1,48907,5,43990,2,27897,10,41237,1","100,46129.631900000044,482529,19550.71799203778"
Delivery,4018.085,"8,0,0","99,46734.0557575758,482532,19550.601704114957"
Payment,32368.9041,,"97,47530.14103092788,482532,19550.601704114957"
Payment,1434.8826000000001,,"98,47051.404387755145,482531,19550.640948540087"
Payment,2153.6928,,"101,34186.00099009906,482527,19550.794419897746"
New-Order,930.6099804539999,"8,6,1662,0,80980,5,62548,8,98349,9,97077,3,70725,5,72518,10,69714,8,60295,4,78514,6","98,47203.14397959188,482532,19550.601704114957"
New-Order,2114.7132126254396,"6,6,6,0,51958,10,40853,3,40892,3,54686,1,58581,9,21173,6,40854,9,48916,1,25012,10,30742,10,51655,3,48340,4","100,46277.84390000004,482532,19550.601704114957"
New-Order,0.0,"6,1,2526,0","100,45928.28320000005,482535,19550.57215215476"
Payment,2328.7257,,"101,45857.84356435647,482532,19550.601704114957"
New-Order,2389.03591036068,"8,5,421,0,57362,9,35084,9,40460,4,24334,5,32468,10,25536,2,55188,2,36886,2,49034,2,31633,9","100,45928.28320000005,482535,19550.57215215476"
Payment,753.7139999999999,,"102,45246.92274509808,482527,19550.794419897746"
Payment,687.0689999999998,,"100,45928.28320000005,482535,19550.57215215476"
New-Order,320.4522365844799,"15,3,674,0,80694,5,68558,3,97302,4,92693,4,89148,10","100,46129.631900000044,482529,19550.71799203778"
Payment,2990.2365,,"101,45473.547722772324,482535,19550.57215215476"
New-Order,696.9162434249399,"6,4,2655,0,66638,1,79542,7,85070,6,89106,4,68394,2,76486,9,80978,8,99246,4,80720,4,98354,3,88102,9","100,45928.28320000005,482535,19550.57215215476"
New-Order,22286.073774100496,"11,7,1047,0,19165,9,13241,9,1956,1,13726,1,12510,9,2670,10,9625,9,13646,1,3990,10,2085,6,10628,7","100,45928.28320000005,482535,19550.57215215476"
Stock-Level,5474.0560000000005,"15,2","110,20145.569727272763,482436,19553.520993727656"
Payment,32093.633700000002,,"100,45928.28320000005,482535,19550.57215215476"
Payment,20865.130199999996,,"99,46382.85747474752,482538,19550.459879387727"
Payment,1824.039,,"100,45899.53350000005,482536,19550.53759389972"
New-Order,2117.8094788939193,"6,6,1406,0,20944,8,22862,6,27926,10,47638,1,38418,7,56334,7,53782,6","100,45897.53740000005,482539,19550.42701404445"
New-Order,1009.1971864374401,"8,6,1599,0,66629,6,80978,5,88130,8,71254,3,95828,6,85749,9,87124,1,88626,10,95294,3,61306,3,76790,10,67782,1,70742,8","101,45480.235247524804,482536,19550.53759389972"
New-Order,2940.70942440688,"6,7,711,0,32334,5,53206,8,57106,9,32149,9,44433,10,30739,8,32790,3,40939,2,25022,9,32734,1,46605,6,25555,7,26372,6,25551,6,49109,2","99,46351.80030303035,482539,19550.42701404445"
Delivery,11819.802500000002,"15,0,0","100,45925.19880000004,482538,19550.459879387727"
New-Order,3347.76504384,"8,10,1593,0,27542,8,50710,6,46094,2,32176,7,39908,6,28662,2,56341,9,35828,10,30288,10,49173,5,40978,3,35597,5,40982,2,25492,10,51733,3","100,45925.19880000004,482538,19550.459879387727"
New-Order,0.0,"8,1,1069,0","98,46520.73000000005,482542,19550.445627572302"
Payment,22401.702,,"101,45808.560693069354,482539,19550.42701404445"
Order-Status,929.3200000000002,"15,9,0,CALLYATIONPRI","102,44596.4147058824,482543,19550.45669463653"
New-Order,1686.6291105720002,"8,8,579,0,96662,10,74802,6,89141,10,80981,10,76878,6,63980,9,93251,4,78346,7,70721,7,63990,3,64878,2,70437,6,65278,4,96773,1,72494,9","100,45632.09620000005,482542,19550.445627572302"
Payment,2102.9949,,"101,45808.560693069354,482539,19550.42701404445"
Payment,40345.686,,"98,46520.73000000005,482542,19550.445627572302"
New-Order,2404.38780571248,"15,8,703,0,31113,7,27924,7,47126,9,21965,8,56306,9,47694,7,23635,9,38867,3,36370,6,30101,5,31765,7","101,45236.000792079256,482542,19550.445627572302"
New-Order,950.7231214000799,"6,1,1146,0,37140,4,55285,4,24494,10,40917,1,55806,6,34772,1","101,45236.000792079256,482542,19550.445627572302"
New-Order,2803.7251047959994,"8,3,1655,0,38870,9,25298,5,57070,5,38902,8,48086,3,49174,3,25021,10,21425,2,52788,8,47114,3,39942,9,32438,2,40470,4","102,44840.44196078436,482542,19550.445627572302"
Payment,706.5,,"102,44596.4147058824,482543,19550.45669463653"
Payment,323.3925,,"102,44589.79323529418,482544,19550.421559671235"
Payment,33362.814600000005,,"102,44193.86127450987,482545,19550.473944668367"
Payment,3035.8881,,"103,44405.09786407772,482542,19550.445627572302"
Payment,40345.686,,"99,46520.73000000005,482542,19550.445627572302"
New-Order,1179.8600678864998,"6,8,1390,0,65359,6,84822,10,70102,6,80918,10,85062,4,72738,4,77854,6,72749,6,75964,10,72592,7,72452,2,84501,7,65540,9,87626,7","103,43778.67262135929,482545,19550.473944668367"
New-Order,576.4244807321,"11,3,2409,0,88582,5,83014,8,93266,5,94250,4,78742,6,67406,3,97294,2,64916,4,70998,9","101,44587.42940594066,482545,19550.473944668367"
Payment,4095.9512999999997,,"101,44587.42940594066,482545,19550.473944668367"
New-Order,1931.5237670567992,"15,9,1274,0,48742,5,55538,8,44800,5,37894,5,21330,8,56273,6,59231,3,36882,10,21878,5","103,43810.69203883501,482546,19550.43505620189"
Payment,872.9532000000002,,"101,43814.104455445595,482550,19550.45984683452"
New-Order,12579.401795226,"8,5,1607,0,2947,8,1956,4,2526,1,19273,1,12761,8,3989,5,11578,1,8662,2","102,44236.294411764764,482547,19550.3953684926"
New-Order,568.4189422968,"8,10,1197,0,88318,5,72720,7,98372,4,71510,6,72310,7,88915,5,92981,6,79922,7,64526,6,80268,2,83522,2","99,44670.06888888895,482550,19550.45984683452"
Stock-Level,1662.0939999999996,"4,2","106,20758.00933962268,482445,19553.20947363948"
New-Order,507.92348656587995,"3,2,2913,0,97846,8,95317,4,76364,5,80742,5,76365,7,97363,10,86094,7,80804,4,72515,2,62342,4","101,43796.828118811936,482551,19550.429811190937"
Payment,706.5,,"104,43396.983461538526,482545,19550.473944668367"
New-Order,2145.24097100236,"15,8,2670,0,56916,6,25554,6,48790,5,32711,8,49093,9,29974,10,59212,2","101,43796.828118811936,482551,19550.429811190937"
New-Order,22035.171144436805,"15,9,2524,0,8669,2,9432,5,9386,5,8182,5,10491,1,9126,5,2950,9,8918,3,6428,9,2854,10,17308,3,9225,10,1550,5","99,44670.06888888895,482550,19550.45984683452"
Payment,639.8433,,"99,44670.06888888895,482550,19550.45984683452"
Payment,1366.65,,"100,44224.01920000005,482552,19550.39152990765"
New-Order,1452.7988812959998,"8,4,583,0,76598,10,63190,6,94294,9,86982,8,68430,7,95309,9,64017,5,71596,6,97295,10,68388,4,76625,7,71889,2,96073,6,71490,10,79934,9","102,43507.37931372554,482552,19550.39152990765"
Delivery,6825.397500000001,"4,0,0","102,43507.37931372554,482552,19550.39152990765"
Payment,1631.718,,"100,44241.498400000055,482550,19550.45984683452"
New-Order,972.6965690623999,"8,7,710,0,92766,4,95187,6,72662,8,89154,9,88646,7,71126,2,72758,6,97355,7","102,43509.52607843143,482553,19550.352642176087"
New-Order,635.88749740166,"15,5,2533,0,88010,8,61460,7,97366,3,65086,1,64342,10,78422,6,61454,7","104,43091.00721153851,482553,19550.352642176087"
Payment,1205.2881,,"101,43927.65762376243,482552,19550.39152990765"
New-Order,1956.0143005726393,"15,4,847,0,23381,6,48042,1,31626,8,32790,1,40946,2,48966,5,57334,5,49170,6,57364,7,21462,6","103,43113.66475728161,482553,19550.352642176087"
Payment,1130.7762000000002,,"103,43501.69728155345,482554,19550.31376482217"
Payment,1010028.2688,,"102,43913.29725490201,482555,19550.276397446916"
Payment,3645.4212,,"103,43505.15805825248,482555,19550.276397446916"
Payment,3960.0900000000006,,"103,43505.15805825248,482555,19550.276397446916"
New-Order,13721.259041080077,"6,4,691,0,2182,8,2925,10,9526,8,6588,1,2842,2,9686,2,19910,5,17853,9,13150,4,10118,3","102,43913.90450980397,482556,19550.23964055985"
Payment,23346.087300000007,,"102,43509.52607843143,482553,19550.352642176087"
Stock-Level,56498.72200000001,"1,2","106,20235.629528301935,482463,19552.72139119476"
Payment,1004.6025000000002,,"103,43491.982621359275,482557,19550.20221030883"
Payment,10345.7736,,"100,32248.527600000063,482561,19552.64652970298"
New-Order,936.3147512880001,"8,5,2487,0,97098,8,93238,4,88598,7,88900,8,72725,1,89164,2,65278,6,97232,1,78918,4,97092,5,64258,10,85062,7","101,31977.641188118872,482560,19552.67691690152"
Payment,1074.9591,,"102,31708.257647058883,482559,19552.708109267463"
Delivery,4250.4325,"3,0,0","100,32203.880900000062,482562,19552.665739013843"
New-Order,3738.21940672992,"1,6,351,0,40980,2,48591,7,28645,4,56598,10,35634,5,20940,4,57309,1,36866,10,44798,7,47030,1,29714,5,20948,1,31382,7,56080,3,47314,3","100,32203.880900000062,482562,19552.665739013843"
Payment,2403.7074000000002,,"99,32516.644848484913,482563,19552.627790775503"
Payment,3596.6429999999996,,"101,32170.400198019866,482561,19552.64652970298"
New-Order,3243.6405771739196,"8,5,1151,0,48452,5,24918,7,52906,3,32785,9,54799,7,58990,10,57236,6,47606,2,21454,9,35861,4,52486,3,31721,2","99,32401.459898989964,482564,19552.61374068517"
Payment,2078.0144999999998,,"104,43088.09826923082,482556,19550.23964055985"
Payment,2119.8753000000006,,"98,32718.54510204088,482565,19552.575972708335"
New-Order,1590.1998167412,"1,7,1407,0,32484,3,30733,2,53233,8,55174,4,40918,3,58646,1,43414,10,40943,6,56052,9","99,32433.55050505057,482565,19552.575972708335"
Payment,1282.3434,,"98,32718.54510204088,482565,19552.575972708335"
Order-Status,564.47,"3,7,0,OUGHTPRIEING","96,33370.14395833339,482570,19552.402755724554"
New-Order,618.52023200436,"8,5,2103,0,92230,6,76614,3,72772,9,97325,7,71507,1,60924,6","98,32734.22408163272,482566,19552.54160427796"
Payment,908.6580000000001,,"98,32729.320816326595,482567,19552.510287918565"
Payment,2925.0315,,"97,33040.288556701096,482568,19552.475086537026"
New-Order,3103.855758821999,"6,8,1663,0,25039,2,32214,10,23250,9,23490,7,55190,10,57362,6,36819,7,38414,8,38610,2,30718,7,31562,4,46820,10,32230,4,40725,7","97,33025.91402061863,482567,19552.510287918565"
Payment,1596.5505,,"104,43101.79596153852,482557,19550.20221030883"
New-Order,297.92127544199997,"11,7,1311,0,83024,9,87622,4,97006,3,88788,2,60305,2,61462,2,79444,3,74262,9","96,33357.1964583334,482569,19552.439992394866"
New-Order,22948.232043996,"1,1,2639,0,10902,8,13788,1,2725,10,2724,5,9678,7,13709,10,2340,9,2820,1,11900,7,13756,7,19270,5,1953,2,16990,7","96,33370.14395833339,482570,19552.402755724554"
New-Order,2783.27045897964,"3,6,711,0,56342,8,25414,7,49173,1,53028,9,29204,3,24145,2,48628,5,36862,4,32534,10,57364,10,58354,9,47813,5","96,33370.14395833339,482570,19552.402755724554"
Payment,2209.2264,,"103,43498.63621359228,482556,19550.23964055985"
New-Order,1603.6921121188798,"15,2,1403,0,53158,3,29700,2,56790,9,40446,6,34614,3,29686,3,49174,7,54526,8","95,33718.820947368484,482573,19552.29486450754"
New-Order,3315.2464663957794,"6,2,1019,0,44438,7,57358,2,36873,6,42976,1,25008,5,49174,9,22436,10,24996,6,27666,6,57330,2,21124,9,38806,6,25522,5","95,33718.820947368484,482573,19552.29486450754"
New-Order,682.0908975216,"15,9,2687,0,97058,6,88149,1,75830,4,65332,5,65553,5,65524,6,96834,5,83988,9,72773,3,85334,8,65468,9,63334,6","95,33718.820947368484,482573,19552.29486450754"
New-Order,630.1250290912499,"8,2,2023,0,73686,6,83029,2,96218,2,70736,8,86754,9,84308,3,65034,6,75730,7,99406,4,78262,9,88662,4,88934,10,65284,10,86450,3,89076,9","95,33718.820947368484,482573,19552.29486450754"
New-Order,1535.1034983563998,"8,5,759,0,86870,3,86063,7,80958,10,62098,7,79750,9,78769,6,97364,7,65478,1,76589,2,68438,7,96598,3,79786,1,72790,7,66606,8,74710,3","95,33718.820947368484,482573,19552.29486450754"
Payment,870.5151000000001,,"97,33326.71309278357,482573,19552.29486450754"
New-Order,1703.7968831464002,"3,1,2605,0,56716,2,49174,10,53232,6,38866,6,55754,9,48097,5,53253,5,38278,3,40965,2,54294,8","98,33034.85551020414,482573,19552.29486450754"
New-Order,980.30779004277,"11,5,2683,0,77621,8,83834,10,85068,6,68693,6,83798,7,89132,8,71972,9,86549,7,87574,6,79925,5,78912,10,87190,2","96,33372.77760416673,482573,19552.29486450754"
Payment,2078.0144999999998,,"98,32718.11510204088,482564,19552.61374068517"
Payment,936.1089000000001,,"100,32429.29900000007,482574,19552.259999689162"
Payment,2554.8660000000004,,"97,33347.303092783564,482574,19552.259999689162"
New-Order,1703.6606300174994,"8,2,2763,0,32517,2,40934,7,56214,1,47114,4,38650,3,50134,7,25297,7,57266,5,40694,3","102,31826.837352941242,482574,19552.259999689162"
New-Order,672.1895817656599,"6,5,1071,0,94932,4,87876,9,89054,4,80982,5,63493,5,96342,9,78356,8,88910,1","99,32743.911313131382,482574,19552.259999689162"
New-Order,867.0157394841599,"1,8,2302,0,56845,9,28534,6,28564,1,32721,10,56206,1","101,32131.313861386203,482575,19552.22171020048"
Payment,1344.8754000000004,,"103,31554.796213592297,482575,19552.22171020048"
Payment,680.2218,,"98,33030.87387755109,482574,19552.259999689162"
Payment,4165.8786,,"102,31839.005490196145,482576,19552.186510000494"
